Table for profit centre derivation rules


MANDT	 VTWEG	 PGC	 CLASS	 REP_PGC	 REP_GAC	 PRCTR
X	 X	 X	 X	 	 	
Client	 Distribution Channel	 Product Group Code	 Not More Closely Defined Area, Possibly Used for Patchlevels	 Reporting PGC	 Reporting GAC	 Profit Center
MANDT-CLNT(3)	 VTWEG-CHAR(2)	 RKEG_WW007-CHAR(4)	 CHAR4-CHAR(4)	 RKEG_WW007-CHAR(4)	 RKEG_WW006-CHAR(4)	 PRCTR-CHAR(10)
100	 01	 101	 	 101	 10A	 0000002110
100	 01	 102	 	 102	 10A	 0000002110
100	 01	 108	 	 108	 10B	 0000002120
100	 01	 10E	 	 10E	 10D	 0000002110
100	 01	 10F	 	 10F	 10D	 0000002110
100	 01	 10G	 	 10G	 10D	 0000002110
100	 01	 10H	 	 10H	 10D	 0000002110
100	 01	 10J	 	 10J	 10D	 0000002110
100	 01	 10L	 	 10L	 10L	 0000005410
100	 01	 10S	 	 10S	 10R	 0000002120
100	 01	 10T	 	 10T	 10R	 0000002120
100	 01	 10U	 	 10U	 10R	 0000002120
100	 01	 110	 	 110	 11	 0000002120
100	 01	 111	 	 111	 11	 0000002120
100	 01	 112	 	 112	 11	 0000002120
100	 01	 113	 	 113	 11	 0000002120
100	 01	 115	 	 115	 11	 0000002120
100	 01	 117	 	 117	 11	 0000002120
100	 01	 11L	 	 11L	 11L	 0000005410
100	 01	 123	 	 123	 12C	 0000002510
100	 01	 124	 	 124	 12C	 0000002510
100	 01	 125	 	 125	 12C	 0000002510
100	 01	 126	 	 126	 12C	 0000002510
100	 01	 12L	 	 12L	 12L	 0000005410
100	 01	 130	 	 130	 13	 0000002120
100	 01	 131	 	 131	 13	 0000002120
100	 01	 133	 	 133	 13	 0000002120
100	 01	 134	 	 134	 13	 0000002120
100	 01	 136	 	 136	 13	 0000002120
100	 01	 137	 	 137	 13	 0000002120
100	 01	 13L	 	 13L	 13L	 0000005410
100	 01	 140	 	 140	 14	 0000002120
100	 01	 142	 	 142	 14	 0000002120
100	 01	 144	 	 144	 14	 0000002120
100	 01	 147	 	 147	 14	 0000002120
100	 01	 14L	 	 14L	 14L	 0000005410
100	 01	 150	 	 150	 15	 0000002510
100	 01	 151	 	 151	 15	 0000002510
100	 01	 152	 	 152	 15C	 0000002510
100	 01	 153	 	 153	 15C	 0000002510
100	 01	 154	 	 154	 15	 0000002510
100	 01	 156	 	 156	 15	 0000002510
100	 01	 157	 	 157	 15	 0000002510
100	 01	 158	 	 158	 15	 0000002510
100	 01	 15L	 	 15L	 15L	 0000005410
100	 01	 15M	 	 15M	 15M	 0000002510
100	 01	 160	 	 160	 16C	 0000002120
100	 01	 161	 	 161	 10R	 0000002120
100	 01	 162	 	 162	 17F	 0000002110
100	 01	 163	 	 163	 17F	 0000002110
100	 01	 164	 	 164	 10D	 0000002110
100	 01	 165	 	 165	 19J	 0000002110
100	 01	 167	 	 167	 16F	 0000002120
100	 01	 168	 	 168	 10D	 0000002110
100	 01	 16B	 	 16B	 16A	 0000002120
100	 01	 16D	 	 16D	 16C	 0000002120
100	 01	 16E	 	 16E	 16C	 0000002120
100	 01	 16G	 	 16G	 16F	 0000002120
100	 01	 16H	 	 16H	 16F	 0000002120
100	 01	 16K	 	 16K	 16J	 0000002120
100	 01	 16L	 	 16L	 16L	 0000005410
100	 01	 16M	 	 16M	 16J	 0000002120
100	 01	 16N	 	 16N	 16J	 0000002120
100	 01	 16P	 	 16P	 16J	 0000002120
100	 01	 16Q	 	 16Q	 16J	 0000002120
100	 01	 16U	 	 16U	 16J	 0000002120
100	 01	 16V	 	 16V	 16J	 0000002120
100	 01	 16X	 	 16X	 16J	 0000002120
100	 01	 16Y	 	 16Y	 16J	 0000002120
100	 01	 170	 	 170	 17	 0000002110
100	 01	 171	 	 171	 17	 0000002110
100	 01	 172	 	 172	 17	 0000002110
100	 01	 173	 	 173	 17	 0000002110
100	 01	 174	 	 174	 17	 0000002110
100	 01	 177	 	 177	 17	 0000002110
100	 01	 17A	 	 17A	 17A	 0000002110
100	 01	 17C	 	 17C	 17B	 0000002110
100	 01	 17D	 	 17D	 17B	 0000002110
100	 01	 17E	 	 17E	 17B	 0000002110
100	 01	 17G	 	 17G	 17F	 0000002110
100	 01	 17H	 	 17H	 17F	 0000002110
100	 01	 17J	 	 17J	 17F	 0000002110
100	 01	 17K	 	 17K	 17F	 0000002110
100	 01	 17L	 	 17L	 17L	 0000005410
100	 01	 17M	 	 17M	 17F	 0000002110
100	 01	 17P	 	 17P	 17N	 0000002110
100	 01	 17Q	 	 17Q	 17N	 0000002110
100	 01	 17R	 	 17R	 17S	 0000002110
100	 01	 17T	 	 17T	 17S	 0000002110
100	 01	 17U	 	 17U	 17S	 0000002110
100	 01	 17W	 	 17W	 17S	 0000002110
100	 01	 180	 	 180	 18	 0000002110
100	 01	 181	 	 181	 18	 0000002110
100	 01	 183	 	 183	 18	 0000002110
100	 01	 185	 	 185	 18	 0000002110
100	 01	 187	 	 187	 18	 0000002110
100	 01	 18A	 	 18A	 18A	 0000002110
100	 01	 18C	 	 18C	 18B	 0000002110
100	 01	 18D	 	 18D	 18B	 0000002110
100	 01	 18E	 	 18E	 18B	 0000002110
100	 01	 18F	 	 18F	 18B	 0000002110
100	 01	 18G	 	 18G	 18B	 0000002110
100	 01	 18H	 	 18H	 18B	 0000002110
100	 01	 18J	 	 18J	 18B	 0000002110
100	 01	 18K	 	 18K	 18B	 0000002110
100	 01	 18L	 	 18L	 18L	 0000005410
100	 01	 18M	 	 18M	 18B	 0000002110
100	 01	 190	 	 190	 19	 0000002110
100	 01	 193	 	 193	 19	 0000002110
100	 01	 197	 	 197	 19	 0000002110
100	 01	 19A	 	 19A	 19A	 0000002110
100	 01	 19B	 	 19B	 19A	 0000002110
100	 01	 19C	 	 19C	 19B	 0000002110
100	 01	 19D	 	 19D	 19B	 0000002110
100	 01	 19E	 	 19E	 19B	 0000002110
100	 01	 19G	 	 19G	 19B	 0000002110
100	 01	 19H	 	 19H	 19B	 0000002110
100	 01	 19K	 	 19K	 19J	 0000002110
100	 01	 19L	 	 19L	 19L	 0000005410
100	 01	 19M	 	 19M	 19J	 0000002110
100	 01	 19N	 	 19N	 19J	 0000002110
100	 01	 19P	 	 19P	 19J	 0000002110
100	 01	 208	 	 208	 201	 0000002120
100	 01	 209	 	 209	 202	 0000002120
100	 01	 20L	 	 20L	 20L	 0000005410
100	 01	 210	 	 210	 203	 0000002120
100	 01	 213	 	 213	 213	 0000002120
100	 01	 215	 	 215	 215	 0000002110
100	 01	 216	 	 216	 216	 0000002120
100	 01	 217	 	 217	 217	 0000002110
100	 01	 218	 	 218	 218	 0000002110
100	 01	 219	 	 219	 219	 0000002110
100	 01	 21A	 	 21A	 21A	 0000002610
100	 01	 21B	 	 21B	 21B	 0000002610
100	 01	 21C	 	 21C	 21C	 0000002610
100	 01	 21D	 	 21D	 21D	 0000002610
100	 01	 21E	 	 21E	 21E	 0000002610
100	 01	 21F	 	 21F	 21F	 0000002610
100	 01	 21G	 	 21G	 21F	 0000002610
100	 01	 21L	 	 21L	 21L	 0000005410
100	 01	 220	 	 220	 220	 0000002610
100	 01	 221	 	 221	 221	 0000002200
100	 01	 222	 	 222	 222	 0000002200
100	 01	 223	 	 223	 223	 0000002200
100	 01	 224	 	 224	 224	 0000002200
100	 01	 225	 	 225	 225	 0000002200
100	 01	 228	 	 228	 228	 0000002200
100	 01	 229	 	 229	 229	 0000002200
100	 01	 22L	 	 22L	 22L	 0000005410
100	 01	 230	 	 230	 23	 0000002120
100	 01	 231	 	 231	 23	 0000002120
100	 01	 232	 	 232	 232	 0000002610
100	 01	 237	 	 237	 23	 0000002120
100	 01	 239	 	 239	 23	 0000002120
100	 01	 241U	 	 241U	 241	 0000002410
100	 01	 242	 	 242	 242	 0000002410
100	 01	 243	 	 243	 243	 0000002410
100	 01	 245	 	 245	 245	 0000002410
100	 01	 246	 	 246	 246	 0000002410
100	 01	 246U	 	 246U	 246	 0000002410
100	 01	 247	 	 247	 247	 0000002410
100	 01	 247U	 	 247U	 247	 0000002410
100	 01	 249	 	 249	 249	 0000002410
100	 01	 24A	 	 24A	 240	 0000002410
100	 01	 24B	 	 24B	 240	 0000002410
100	 01	 24C	 	 24C	 240	 0000002410
100	 01	 24D	 	 24D	 240	 0000002410
100	 01	 24F	 	 24F	 241	 0000002410
100	 01	 24G	 	 24G	 241	 0000002410
100	 01	 24H	 	 24H	 241	 0000002410
100	 01	 24W	 	 24W	 248	 0000002410
100	 01	 24X	 	 24X	 248	 0000002410
100	 01	 24Y	 	 24Y	 248	 0000002410
100	 01	 24Z	 	 24Z	 248	 0000002410
100	 01	 255	 	 255	 255	 0000002410
100	 01	 257	 	 257	 257	 0000002410
100	 01	 25A	 	 25A	 25	 0000002410
100	 01	 25B	 	 25B	 25	 0000002410
100	 01	 25C	 	 25C	 25	 0000002410
100	 01	 25D	 	 25D	 25	 0000002410
100	 01	 25E	 	 25E	 25	 0000002410
100	 01	 25F	 	 25F	 25	 0000002410
100	 01	 25M	 	 25M	 256	 0000002410
100	 01	 25N	 	 25N	 256	 0000002410
100	 01	 25P	 	 25P	 256	 0000002410
100	 01	 25R	 	 25R	 256	 0000002410
100	 01	 25T	 	 25T	 256	 0000002410
100	 01	 25U	 	 25U	 256	 0000002410
100	 01	 25X	 	 25X	 250	 0000002410
100	 01	 25Y	 	 25Y	 250	 0000002410
100	 01	 25Z	 	 25Z	 250	 0000002410
100	 01	 260	 	 260	 26	 0000002510
100	 01	 262	 	 262	 26	 0000002510
100	 01	 263	 	 263	 26	 0000002510
100	 01	 265	 	 265	 265	 0000002510
100	 01	 269	 	 269	 269	 0000002510
