Table for profit centre derivation rules


MANDT	 VTWEG	 PGC	 CLASS	 REP_PGC	 REP_GAC	 PRCTR
X	 X	 X	 X	 	 	
MANDT-CLNT(3)	 VTWEG-CHAR(2)	 RKEG_WW007-CHAR(4)	 CHAR4-CHAR(4)	 RKEG_WW007-CHAR(4)	 RKEG_WW006-CHAR(4)	 PRCTR-CHAR(10)
100	 01	 77ED	 CPVS	 77ED	 77E	 77E
100	 01	 77EE	 	 77EE	 77E	 77E
100	 01	 77EE	 CPI	 77EE	 77E	 77E
100	 01	 77EE	 CPVS	 77EE	 77E	 77E
100	 01	 77EF	 	 77EF	 77E	 77E
100	 01	 77EF	 CPI	 77EF	 77E	 77E
100	 01	 77EF	 CPVS	 77EF	 77E	 77E
100	 01	 77EG	 	 77EG	 77E	 77E
100	 01	 77EG	 CPI	 77EG	 77E	 77E
100	 01	 77EG	 CPVS	 77EG	 77E	 77E
100	 01	 77EH	 	 77EH	 77E	 77E
100	 01	 77EH	 CPI	 77EH	 77E	 77E
100	 01	 77EH	 CPVS	 77EH	 77E	 77E
100	 01	 77EI	 	 77EI	 77E	 77E
100	 01	 77EI	 CPI	 77EI	 77E	 77E
100	 01	 77EI	 CPVS	 77EI	 77E	 77E
100	 01	 77EJ	 	 77EJ	 77E	 77E
100	 01	 77EJ	 CPI	 77EJ	 77E	 77E
100	 01	 77EJ	 CPVS	 77EJ	 77E	 77E
100	 01	 77EK	 	 77EK	 77E	 77E
100	 01	 77EK	 CPI	 77EK	 77E	 77E
100	 01	 77EK	 CPVS	 77EK	 77E	 77E
100	 01	 77EL	 	 77EL	 77E	 77E
100	 01	 77EL	 CPI	 77EL	 77E	 77E
100	 01	 77EL	 CPVS	 77EL	 77E	 77E
100	 01	 77EM	 	 77EM	 77E	 77E
100	 01	 77EM	 CPI	 77EM	 77E	 77E
100	 01	 77EM	 CPVS	 77EM	 77E	 77E
100	 01	 77EN	 	 77EN	 77E	 77E
100	 01	 77EN	 CPI	 77EN	 77E	 77E
100	 01	 77EN	 CPVS	 77EN	 77E	 77E
100	 01	 77EO	 	 77EO	 77E	 77E
100	 01	 77EO	 CPI	 77EO	 77E	 77E
100	 01	 77EO	 CPVS	 77EO	 77E	 77E
100	 01	 77EP	 	 77EP	 77E	 77E
100	 01	 77EP	 CPI	 77EP	 77E	 77E
100	 01	 77EP	 CPVS	 77EP	 77E	 77E
100	 01	 77EQ	 	 77EQ	 77E	 77E
100	 01	 77EQ	 CPI	 77EQ	 77E	 77E
100	 01	 77EQ	 CPVS	 77EQ	 77E	 77E
100	 01	 77ER	 	 77ER	 77E	 77E
100	 01	 77ER	 CPI	 77ER	 77E	 77E
100	 01	 77ER	 CPVS	 77ER	 77E	 77E
100	 01	 77ES	 	 77ES	 77E	 77E
100	 01	 77ES	 CPI	 77ES	 77E	 77E
100	 01	 77ES	 CPVS	 77ES	 77E	 77E
100	 01	 77ET	 CPI	 77ET	 77E	 77E
100	 01	 77ET	 CPVS	 77ET	 77E	 77E
100	 01	 77EU	 	 77EU	 77EV	 77EV
100	 01	 77EU	 CPI	 77EU	 77EV	 77EV
100	 01	 77EU	 CPVS	 77EU	 77EV	 77EV
100	 01	 77EW	 	 77EW	 77EV	 77EV
100	 01	 77EW	 CPI	 77EW	 77EV	 77EV
100	 01	 77EW	 CPVS	 77EW	 77EV	 77EV
100	 01	 77G1	 	 77G1	 77G	 77G
100	 01	 77G1	 CPI	 77G1	 77G	 77G
100	 01	 77G1	 CPVS	 77G1	 77G	 77G
100	 01	 77G2	 	 77G2	 77G	 77G
100	 01	 77G2	 CPI	 77G2	 77G	 77G
100	 01	 77G2	 CPVS	 77G2	 77G	 77G
100	 01	 77G3	 	 77G3	 77G	 77G
100	 01	 77G3	 CPI	 77G3	 77GV	 77GV
100	 01	 77G3	 CPVS	 77G3	 77G	 77G
100	 01	 77G4	 	 77G4	 77G	 77G
100	 01	 77G4	 CPVS	 77G4	 77G	 77G
100	 01	 77G5	 	 77G5	 77GV	 77GV
100	 01	 77G5	 CPI	 77G5	 77GV	 77GV
100	 01	 77G5	 CPVS	 77G5	 77GV	 77GV
100	 01	 77G6	 	 77G6	 77GV	 77GV
100	 01	 77G6	 CPI	 77G6	 77GV	 77GV
100	 01	 77G6	 CPVS	 77G6	 77GV	 77GV
100	 01	 77H1	 	 77H1	 77H	 77H
100	 01	 77H1	 CPI	 77H1	 77H	 77H
100	 01	 77H1	 CPVS	 77H1	 77H	 77H
100	 01	 77H1	 GIN	 77H1	 77HV	 77HV
100	 01	 77H1	 MVI	 77H1	 77HV	 77HV
100	 01	 77H2	 	 77H2	 77H	 77H
100	 01	 77H2	 CPI	 77H2	 77H	 77H
100	 01	 77H2	 CPVS	 77H2	 77H	 77H
100	 01	 77H3	 	 77H3	 77HV	 77HV
100	 01	 77H3	 CPI	 77H3	 77HV	 77HV
100	 01	 77H3	 CPVS	 77H3	 77HV	 77HV
100	 01	 77H4	 	 77H4	 77HV	 77HV
100	 01	 77H4	 CPI	 77H4	 77HV	 77HV
100	 01	 77H4	 CPVS	 77H4	 77HV	 77HV
100	 01	 77J1	 	 77J1	 77J	 77J
100	 01	 77J1	 CPI	 77J1	 77J	 77J
100	 01	 77J1	 CPVS	 77J1	 77J	 77J
100	 01	 77J2	 	 77J2	 77J	 77J
100	 01	 77J2	 CPI	 77J2	 77J	 77J
100	 01	 77J2	 CPVS	 77J2	 77J	 77J
100	 01	 77K1	 	 77K1	 77K	 77K
100	 01	 77K1	 CPI	 77K1	 77K	 77K
100	 01	 77K1	 CPVS	 77K1	 77K	 77K
100	 01	 77K1	 GIN	 77K1	 77KV	 77KV
100	 01	 77K1	 MVI	 77K1	 77KV	 77KV
100	 01	 77K2	 	 77K2	 77KV	 77KV
100	 01	 77K2	 CPI	 77K2	 77KV	 77KV
100	 01	 77K2	 CPVS	 77K2	 77KV	 77KV
100	 01	 77K3	 	 77K3	 77KV	 77KV
100	 01	 77K3	 CPI	 77K3	 77KV	 77KV
100	 01	 77K3	 CPVS	 77K3	 77KV	 77KV
100	 01	 77L1	 	 77L1	 77L	 77L
100	 01	 77L1	 CPI	 77L1	 77L	 77L
100	 01	 77L1	 CPVS	 77L1	 77L	 77L
100	 01	 77L2	 	 77L2	 77L	 77L
100	 01	 77L2	 CPI	 77L2	 77L	 77L
100	 01	 77L2	 CPVS	 77L2	 77L	 77L
100	 01	 77L3	 	 77L3	 77L	 77L
100	 01	 77L3	 CPI	 77L3	 77L	 77L
100	 01	 77L3	 CPVS	 77L3	 77L	 77L
100	 01	 77L4	 	 77L4	 77L	 77L
100	 01	 77L4	 CPI	 77L4	 77L	 77L
100	 01	 77L4	 CPVS	 77L4	 77L	 77L
100	 01	 77L5	 	 77L5	 77L	 77L
100	 01	 77L5	 CPI	 77L5	 77L	 77L
100	 01	 77L5	 CPVS	 77L5	 77L	 77L
100	 01	 77M1	 	 77M1	 77MV	 77MV
100	 01	 77M1	 CPI	 77M1	 77MV	 77MV
100	 01	 77M1	 CPVS	 77M1	 77MV	 77MV
100	 01	 77M2	 	 77M2	 77MV	 77MV
100	 01	 77M2	 CPI	 77M2	 77MV	 77MV
100	 01	 77M2	 CPVS	 77M2	 77MV	 77MV
100	 01	 77M3	 	 77M3	 77MV	 77MV
100	 01	 77M3	 CPI	 77M3	 77MV	 77MV
100	 01	 77M3	 CPVS	 77M3	 77MV	 77MV
100	 01	 77N1	 	 77N1	 77N	 77N
100	 01	 77N1	 CPI	 77N1	 77N	 77N
100	 01	 77N1	 CPVS	 77N1	 77N	 77N
100	 01	 77N1	 GIN	 77N1	 77NV	 77NV
100	 01	 77N1	 MVI	 77N1	 77NV	 77NV
100	 01	 780N	 	 780N	 780	 0000000780
100	 01	 780N	 CPI	 780N	 780	 0000000780
100	 01	 780N	 CPVS	 780N	 780	 0000000780
100	 01	 780N	 GIN	 780N	 780V	 780V
100	 01	 780N	 MVI	 780N	 780V	 780V
100	 01	 780P	 	 780P	 780	 0000000780
100	 01	 780P	 CPI	 780P	 780	 0000000780
100	 01	 780P	 CPVS	 780P	 780	 0000000780
100	 01	 780P	 GIN	 780P	 780V	 780V
100	 01	 780P	 MVI	 780P	 780V	 780V
100	 01	 780S	 	 780S	 780	 0000000780
100	 01	 780S	 CPI	 780S	 780	 0000000780
100	 01	 780S	 CPVS	 780S	 780	 0000000780
100	 01	 780S	 GIN	 780S	 780V	 780V
100	 01	 780S	 MVI	 780S	 780V	 780V
100	 01	 780T	 	 780T	 780	 0000000780
100	 01	 780T	 CPI	 780T	 780	 0000000780
100	 01	 780T	 CPVS	 780T	 780	 0000000780
100	 01	 780T	 GIN	 780T	 780V	 780V
100	 01	 780T	 MVI	 780T	 780V	 780V
100	 01	 780U	 	 780U	 780	 0000000780
100	 01	 780U	 CPI	 780U	 780	 0000000780
100	 01	 780U	 CPVS	 780U	 780	 0000000780
100	 01	 780U	 GIN	 780U	 780V	 780V
100	 01	 780U	 MVI	 780U	 780V	 780V
100	 01	 780V	 	 780V	 780	 0000000780
100	 01	 780V	 CPI	 780V	 780	 0000000780
100	 01	 780V	 CPVS	 780V	 780	 0000000780
100	 01	 780V	 GIN	 780V	 780V	 780V
100	 01	 780V	 MVI	 780V	 780V	 780V
100	 01	 780W	 	 780W	 780	 0000000780
100	 01	 780W	 CPI	 780W	 780	 0000000780
100	 01	 780W	 CPVS	 780W	 780	 0000000780
100	 01	 780W	 GIN	 780W	 780V	 780V
100	 01	 780W	 MVI	 780W	 780V	 780V
100	 01	 780X	 	 780X	 780	 0000000780
100	 01	 780X	 CPI	 780X	 780	 0000000780
100	 01	 780X	 CPVS	 780X	 780	 0000000780
100	 01	 780X	 GIN	 780X	 780V	 780V
100	 01	 780X	 MVI	 780X	 780V	 780V
100	 01	 780Y	 	 780Y	 780	 0000000780
100	 01	 780Y	 CPI	 780Y	 780	 0000000780
100	 01	 780Y	 CPVS	 780Y	 780	 0000000780
100	 01	 780Y	 GIN	 780Y	 780V	 780V
100	 01	 780Y	 MVI	 780Y	 780V	 780V
100	 01	 782A	 	 782A	 782	 0000000782
100	 01	 782A	 CPI	 782A	 782	 0000000782
100	 01	 782A	 CPVS	 782A	 782	 0000000782
100	 01	 782D	 	 782D	 782	 0000000782
100	 01	 782D	 CPI	 782D	 782	 0000000782
100	 01	 782D	 CPVS	 782D	 782	 0000000782
100	 01	 782E	 	 782E	 782	 0000000782
100	 01	 782E	 CPI	 782E	 782	 0000000782
100	 01	 782E	 CPVS	 782E	 782	 0000000782
100	 01	 783A	 	 783A	 783S	 783S
100	 01	 783A	 CPI	 783A	 783S	 783S
100	 01	 783A	 CPVS	 783A	 783S	 783S
100	 01	 783B	 	 783B	 783S	 783S
100	 01	 783B	 CPI	 783B	 783S	 783S
100	 01	 783B	 CPVS	 783B	 783S	 783S
100	 01	 7867	 	 7867	 786	 0000000786
100	 01	 7867	 CPI	 7867	 786	 0000000786
100	 01	 7867	 CPVS	 7867	 786	 0000000786
100	 01	 7868	 	 7868	 786	 0000000786
100	 01	 7868	 CPI	 7868	 786	 0000000786
100	 01	 7868	 CPVS	 7868	 786	 0000000786
100	 01	 7869	 	 7869	 786	 0000000786
100	 01	 7869	 CPI	 7869	 786	 0000000786
100	 01	 7869	 CPVS	 7869	 786	 0000000786
100	 01	 786A	 	 786A	 786	 0000000786
100	 01	 786A	 CPI	 786A	 786	 0000000786
100	 01	 786A	 CPVS	 786A	 786	 0000000786
100	 01	 786B	 	 786B	 786	 0000000786
100	 01	 786B	 CPI	 786B	 786	 0000000786
100	 01	 786B	 CPVS	 786B	 786	 0000000786
100	 01	 786E	 	 786E	 786	 0000000786
100	 01	 786E	 CPI	 786E	 786	 0000000786
100	 01	 786E	 CPVS	 786E	 786	 0000000786
100	 01	 786F	 	 786F	 786	 0000000786
100	 01	 786F	 CPI	 786F	 786	 0000000786
100	 01	 786F	 CPVS	 786F	 786	 0000000786
100	 01	 786G	 	 786G	 786	 0000000786
100	 01	 786G	 CPI	 786G	 786	 0000000786
100	 01	 786G	 CPVS	 786G	 786	 0000000786
100	 01	 786G	 GIN	 786G	 786I	 786I
100	 01	 786G	 MVI	 786G	 786I	 786I
100	 01	 786H	 	 786H	 786	 0000000786
100	 01	 786H	 CPI	 786H	 786	 0000000786
100	 01	 786H	 CPVS	 786H	 786	 0000000786
100	 01	 786I	 	 786I	 786	 0000000786
100	 01	 786I	 CPI	 786I	 786	 0000000786
100	 01	 786I	 CPVS	 786I	 786	 0000000786
100	 01	 786J	 	 786J	 786	 0000000786
100	 01	 786J	 CPI	 786J	 786	 0000000786
100	 01	 786J	 CPVS	 786J	 786	 0000000786
100	 01	 786M	 	 786M	 786	 0000000786
100	 01	 786M	 CPI	 786M	 786	 0000000786
100	 01	 786M	 CPVS	 786M	 786	 0000000786
100	 01	 786M	 GIN	 786M	 786I	 786I
100	 01	 786M	 MVI	 786M	 786I	 786I
100	 01	 786N	 	 786N	 786	 0000000786
100	 01	 786N	 CPI	 786N	 786	 0000000786
100	 01	 786N	 CPVS	 786N	 786	 0000000786
100	 01	 786N	 GIN	 786N	 786I	 786I
100	 01	 786N	 MVI	 786N	 786I	 786I
100	 01	 786P	 	 786P	 786	 0000000786
100	 01	 786P	 CPI	 786P	 786	 0000000786
100	 01	 786P	 CPVS	 786P	 786	 0000000786
100	 01	 786S	 	 786S	 786	 0000000786
100	 01	 786S	 CPI	 786S	 786	 0000000786
100	 01	 786S	 CPVS	 786S	 786	 0000000786
100	 01	 786T	 	 786T	 786	 0000000786
100	 01	 786T	 CPI	 786T	 786	 0000000786
100	 01	 786T	 CPVS	 786T	 786	 0000000786
100	 01	 786U	 	 786U	 786	 0000000786
100	 01	 786U	 CPI	 786U	 786	 0000000786
100	 01	 786U	 CPVS	 786U	 786	 0000000786
100	 01	 786V	 	 786V	 786	 0000000786
100	 01	 786V	 CPI	 786V	 786	 0000000786
100	 01	 786V	 CPVS	 786V	 786	 0000000786
100	 01	 786W	 	 786W	 786	 0000000786
100	 01	 786W	 CPI	 786W	 786	 0000000786
100	 01	 786W	 CPVS	 786W	 786	 0000000786
100	 01	 786X	 	 786X	 786	 0000000786
100	 01	 786X	 CPI	 786X	 786	 0000000786
100	 01	 786X	 CPVS	 786X	 786	 0000000786
100	 01	 786Y	 	 786Y	 786	 0000000786
100	 01	 786Y	 CPI	 786Y	 786	 0000000786
100	 01	 786Y	 CPVS	 786Y	 786	 0000000786
100	 01	 786Z	 	 786Z	 786	 0000000786
100	 01	 786Z	 CPI	 786Z	 786	 0000000786
100	 01	 786Z	 CPVS	 786Z	 786	 0000000786
100	 01	 787A	 	 787A	 787	 0000000787
100	 01	 787A	 CPI	 787A	 787	 0000000787
100	 01	 787A	 CPVS	 787A	 787	 0000000787
100	 01	 787A	 GIN	 787A	 787V	 787V
100	 01	 787A	 MVI	 787A	 787V	 787V
100	 01	 787B	 	 787B	 787	 0000000787
100	 01	 787B	 CPI	 787B	 787	 0000000787
100	 01	 787B	 CPVS	 787B	 787	 0000000787
100	 01	 787C	 	 787C	 787	 0000000787
100	 01	 787C	 CPI	 787C	 787	 0000000787
100	 01	 787C	 CPVS	 787C	 787	 0000000787
100	 01	 787D	 	 787D	 787	 0000000787
100	 01	 787D	 CPI	 787D	 787	 0000000787
100	 01	 787D	 CPVS	 787D	 787	 0000000787
100	 01	 787E	 	 787E	 787	 0000000787
100	 01	 787E	 CPI	 787E	 787	 0000000787
100	 01	 787E	 CPVS	 787E	 787	 0000000787
100	 01	 787F	 	 787F	 787	 0000000787
100	 01	 787F	 CPI	 787F	 787	 0000000787
100	 01	 787F	 CPVS	 787F	 787	 0000000787
100	 01	 787G	 	 787G	 787	 0000000787
100	 01	 787G	 CPI	 787G	 787	 0000000787
100	 01	 787G	 CPVS	 787G	 787	 0000000787
100	 01	 787H	 	 787H	 787	 0000000787
100	 01	 787H	 CPI	 787H	 787	 0000000787
100	 01	 787H	 CPVS	 787H	 787	 0000000787
100	 01	 787I	 	 787I	 787	 0000000787
100	 01	 787I	 CPI	 787I	 787	 0000000787
100	 01	 787I	 CPVS	 787I	 787	 0000000787
100	 01	 787I	 GIN	 787I	 787V	 787V
100	 01	 787I	 MVI	 787I	 787V	 787V
100	 01	 789A	 	 789A	 789I	 789I
100	 01	 789A	 CPI	 789A	 789I	 789I
100	 01	 789A	 CPVS	 789A	 789I	 789I
100	 01	 789B	 	 789B	 789I	 789I
100	 01	 789B	 CPI	 789B	 789I	 789I
100	 01	 789B	 CPVS	 789B	 789I	 789I
100	 01	 789C	 	 789C	 789I	 789I
100	 01	 789C	 CPI	 789C	 789I	 789I
100	 01	 789C	 CPVS	 789C	 789I	 789I
100	 01	 789D	 	 789D	 789I	 789I
100	 01	 789D	 CPI	 789D	 789I	 789I
100	 01	 789D	 CPVS	 789D	 789I	 789I
100	 01	 789E	 	 789E	 789I	 789I
100	 01	 789E	 CPI	 789E	 789I	 789I
100	 01	 789E	 CPVS	 789E	 789I	 789I
100	 01	 789F	 	 789F	 789I	 789I
100	 01	 789F	 CPI	 789F	 789I	 789I
100	 01	 789F	 CPVS	 789F	 789I	 789I
100	 01	 78A1	 	 78A1	 78A	 78A
100	 01	 78A1	 CPI	 78A1	 78A	 78A
100	 01	 78A1	 CPVS	 78A1	 78A	 78A
100	 01	 78B1	 	 78B1	 78BS	 78BS
100	 01	 78B1	 CPI	 78B1	 78BS	 78BS
100	 01	 78B1	 CPVS	 78B1	 78BS	 78BS
100	 01	 78CA	 	 78CA	 78C	 78C
100	 01	 78CA	 CPI	 78CA	 78C	 78C
100	 01	 78CA	 CPVS	 78CA	 78C	 78C
100	 01	 78CA	 GIN	 78CA	 78CS	 78CS
100	 01	 78CA	 MVI	 78CA	 78CS	 78CS
100	 01	 78CB	 	 78CB	 78C	 78C
100	 01	 78CB	 CPI	 78CB	 78C	 78C
100	 01	 78CB	 CPVS	 78CB	 78C	 78C
100	 01	 78CB	 GIN	 78CB	 78CS	 78CS
100	 01	 78CB	 MVI	 78CB	 78CS	 78CS
100	 01	 78CC	 	 78CC	 78C	 78C
100	 01	 78CC	 CPI	 78CC	 78C	 78C
100	 01	 78CC	 CPVS	 78CC	 78C	 78C
100	 01	 78CC	 GIN	 78CC	 78CS	 78CS
100	 01	 78CC	 MVI	 78CC	 78CS	 78CS
100	 01	 78CD	 	 78CD	 78C	 78C
100	 01	 78CD	 CPI	 78CD	 78C	 78C
100	 01	 78CD	 CPVS	 78CD	 78C	 78C
100	 01	 78CD	 GIN	 78CD	 78CS	 78CS
100	 01	 78CD	 MVI	 78CD	 78CS	 78CS
100	 01	 78CE	 	 78CE	 78C	 78C
100	 01	 78CE	 CPI	 78CE	 78C	 78C
100	 01	 78CE	 CPVS	 78CE	 78C	 78C
100	 01	 78CE	 GIN	 78CE	 78CS	 78CS
100	 01	 78CE	 MVI	 78CE	 78CS	 78CS
100	 01	 78CF	 	 78CF	 78C	 78C
100	 01	 78CF	 CPI	 78CF	 78C	 78C
100	 01	 78CF	 CPVS	 78CF	 78C	 78C
100	 01	 78CF	 GIN	 78CF	 78CS	 78CS
100	 01	 78CF	 MVI	 78CF	 78CS	 78CS
100	 01	 78CG	 	 78CG	 78C	 78C
100	 01	 78CG	 CPI	 78CG	 78C	 78C
100	 01	 78CG	 CPVS	 78CG	 78C	 78C
100	 01	 78CG	 GIN	 78CG	 78CS	 78CS
100	 01	 78CG	 MVI	 78CG	 78CS	 78CS
100	 01	 78CH	 	 78CH	 78C	 78C
100	 01	 78CH	 CPI	 78CH	 78C	 78C
100	 01	 78CH	 CPVS	 78CH	 78C	 78C
100	 01	 78CH	 GIN	 78CH	 78CS	 78CS
100	 01	 78CH	 MVI	 78CH	 78CS	 78CS
100	 01	 78CI	 	 78CI	 78C	 78C
100	 01	 78CI	 CPI	 78CI	 78C	 78C
100	 01	 78CI	 CPVS	 78CI	 78C	 78C
100	 01	 78CI	 GIN	 78CI	 78CS	 78CS
100	 01	 78CI	 MVI	 78CI	 78CS	 78CS
100	 01	 78CJ	 	 78CJ	 78C	 78C
100	 01	 78CJ	 CPI	 78CJ	 78C	 78C
100	 01	 78CJ	 CPVS	 78CJ	 78C	 78C
100	 01	 78CK	 	 78CK	 78C	 78C
100	 01	 78CK	 CPI	 78CK	 78C	 78C
100	 01	 78CK	 CPVS	 78CK	 78C	 78C
100	 01	 78CK	 GIN	 78CK	 78CS	 78CS
100	 01	 78CK	 MVI	 78CK	 78CS	 78CS
100	 01	 78CL	 	 78CL	 78C	 78C
100	 01	 78CL	 CPI	 78CL	 78C	 78C
100	 01	 78CL	 CPVS	 78CL	 78C	 78C
100	 01	 78CL	 GIN	 78CL	 78CS	 78CS
100	 01	 78CL	 MVI	 78CL	 78CS	 78CS
100	 01	 78CM	 	 78CM	 78C	 78C
100	 01	 78CM	 CPI	 78CM	 78C	 78C
100	 01	 78CM	 CPVS	 78CM	 78C	 78C
100	 01	 78CM	 GIN	 78CM	 78CS	 78CS
100	 01	 78CM	 MVI	 78CM	 78CS	 78CS
100	 01	 78CN	 	 78CN	 78C	 78C
100	 01	 78CN	 CPI	 78CN	 78C	 78C
100	 01	 78CN	 CPVS	 78CN	 78C	 78C
100	 01	 78CN	 GIN	 78CN	 78CS	 78CS
100	 01	 78CN	 MVI	 78CN	 78CS	 78CS
100	 01	 78CO	 	 78CO	 78C	 78C
100	 01	 78CO	 CPI	 78CO	 78C	 78C
100	 01	 78CO	 CPVS	 78CO	 78C	 78C
100	 01	 78CO	 GIN	 78CO	 78CS	 78CS
100	 01	 78CO	 MVI	 78CO	 78CS	 78CS
100	 01	 78CP	 	 78CP	 78C	 78C
100	 01	 78CP	 CPI	 78CP	 78C	 78C
100	 01	 78CP	 CPVS	 78CP	 78C	 78C
100	 01	 78CQ	 	 78CQ	 78C	 78C
100	 01	 78CQ	 CPI	 78CQ	 78C	 78C
100	 01	 78CQ	 CPVS	 78CQ	 78C	 78C
100	 01	 78CQ	 GIN	 78CQ	 78CS	 78CS
100	 01	 78CQ	 MVI	 78CQ	 78CS	 78CS
100	 01	 78CR	 	 78CR	 78C	 78C
100	 01	 78CR	 CPI	 78CR	 78C	 78C
100	 01	 78CR	 CPVS	 78CR	 78C	 78C
100	 01	 78CR	 GIN	 78CR	 78CS	 78CS
100	 01	 78CR	 MVI	 78CR	 78CS	 78CS
100	 01	 78CS	 	 78CS	 78C	 78C
100	 01	 78CS	 CPI	 78CS	 78C	 78C
100	 01	 78CS	 CPVS	 78CS	 78C	 78C
100	 01	 78CS	 GIN	 78CS	 78CS	 78CS
100	 01	 78CS	 MVI	 78CS	 78CS	 78CS
100	 01	 78CT	 	 78CT	 78C	 78C
100	 01	 78CT	 CPI	 78CT	 78C	 78C
100	 01	 78CT	 CPVS	 78CT	 78C	 78C
100	 01	 78CT	 GIN	 78CT	 78CS	 78CS
100	 01	 78CT	 MVI	 78CT	 78CS	 78CS
100	 01	 78CU	 	 78CU	 78C	 78C
100	 01	 78CU	 CPI	 78CU	 78C	 78C
100	 01	 78CU	 CPVS	 78CU	 78C	 78C
100	 01	 78CX	 CPI	 78CX	 78CI	 78CI
100	 01	 78CX	 CPVS	 78CX	 78CS	 78CS
100	 01	 78CY	 	 78CY	 78C	 78C
100	 01	 78CY	 CPI	 78CY	 78C	 78C
100	 01	 78CY	 CPVS	 78CY	 78C	 78C
100	 01	 78CY	 GIN	 78CY	 78CS	 78CS
100	 01	 78CY	 MVI	 78CY	 78CS	 78CS
100	 01	 78CZ	 	 78CZ	 78C	 78C
100	 01	 78CZ	 CPI	 78CZ	 78C	 78C
100	 01	 78CZ	 CPVS	 78CZ	 78C	 78C
100	 01	 78CZ	 GIN	 78CZ	 78CS	 78CS
100	 01	 78CZ	 MVI	 78CZ	 78CS	 78CS
100	 01	 790	 	 790	 79	 0000000079
100	 01	 790	 GIN	 790	 79G	 79G
100	 01	 790	 MVI	 790	 79M	 79M
100	 01	 790A	 	 790A	 790I	 790I
100	 01	 790A	 CPI	 790A	 790I	 790I
100	 01	 790A	 CPVS	 790A	 790I	 790I
100	 01	 790B	 	 790B	 790I	 790I
100	 01	 790B	 CPI	 790B	 790I	 790I
100	 01	 790B	 CPVS	 790B	 790I	 790I
100	 01	 791A	 	 791A	 791I	 791I
100	 01	 791A	 CPI	 791A	 791I	 791I
100	 01	 791A	 CPVS	 791A	 791I	 791I
100	 01	 791A	 GIN	 791A	 791I	 791I
100	 01	 791A	 MVI	 791A	 791I	 791I
100	 01	 791B	 	 791B	 791I	 791I
100	 01	 791B	 CPI	 791B	 791I	 791I
100	 01	 791B	 CPVS	 791B	 791I	 791I
100	 01	 791B	 GIN	 791B	 791I	 791I
100	 01	 791B	 MVI	 791B	 791I	 791I
100	 01	 791C	 	 791C	 791I	 791I
100	 01	 791C	 CPI	 791C	 791I	 791I
100	 01	 791C	 CPVS	 791C	 791I	 791I
100	 01	 791C	 GIN	 791C	 791I	 791I
100	 01	 791C	 MVI	 791C	 791I	 791I
100	 01	 791D	 	 791D	 791I	 791I
100	 01	 791D	 CPI	 791D	 791I	 791I
100	 01	 791D	 CPVS	 791D	 791I	 791I
100	 01	 791D	 GIN	 791D	 791I	 791I
100	 01	 791D	 MVI	 791D	 791I	 791I
100	 01	 791E	 	 791E	 791I	 791I
100	 01	 791E	 CPI	 791E	 791I	 791I
100	 01	 791E	 CPVS	 791E	 791I	 791I
100	 01	 791E	 GIN	 791E	 791I	 791I
100	 01	 791E	 MVI	 791E	 791I	 791I
100	 01	 791F	 	 791F	 791I	 791I
100	 01	 791F	 CPI	 791F	 791I	 791I
100	 01	 791F	 CPVS	 791F	 791I	 791I
100	 01	 791F	 GIN	 791F	 791I	 791I
100	 01	 791F	 MVI	 791F	 791I	 791I
100	 01	 791G	 	 791G	 791I	 791I
100	 01	 791G	 CPI	 791G	 791I	 791I
100	 01	 791G	 CPVS	 791G	 791I	 791I
100	 01	 791G	 GIN	 791G	 791I	 791I
100	 01	 791G	 MVI	 791G	 791I	 791I
100	 01	 791H	 	 791H	 791I	 791I
100	 01	 791H	 CPI	 791H	 791I	 791I
100	 01	 791H	 CPVS	 791H	 791I	 791I
100	 01	 791H	 GIN	 791H	 791I	 791I
100	 01	 791H	 MVI	 791H	 791I	 791I
100	 01	 791I	 	 791I	 791I	 791I
100	 01	 791I	 CPI	 791I	 791I	 791I
100	 01	 791I	 CPVS	 791I	 791I	 791I
100	 01	 791I	 GIN	 791I	 791I	 791I
100	 01	 791I	 MVI	 791I	 791I	 791I
100	 01	 791J	 	 791J	 791I	 791I
100	 01	 791J	 CPI	 791J	 791I	 791I
100	 01	 791J	 CPVS	 791J	 791I	 791I
100	 01	 791J	 GIN	 791J	 791I	 791I
100	 01	 791J	 MVI	 791J	 791I	 791I
100	 01	 792	 	 792	 79	 0000000079
100	 01	 792	 GIN	 792	 79G	 79G
100	 01	 792	 MVI	 792	 79M	 79M
100	 01	 792A	 	 792A	 792I	 792I
100	 01	 792A	 CPI	 792A	 792I	 792I
100	 01	 792A	 CPVS	 792A	 792I	 792I
100	 01	 792A	 GIN	 792A	 792I	 792I
100	 01	 792A	 MVI	 792A	 792I	 792I
100	 01	 792B	 	 792B	 792I	 792I
100	 01	 792B	 CPI	 792B	 792I	 792I
100	 01	 792B	 CPVS	 792B	 792I	 792I
100	 01	 792B	 GIN	 792B	 792I	 792I
100	 01	 792B	 MVI	 792B	 792I	 792I
100	 01	 792C	 	 792C	 792I	 792I
100	 01	 792C	 CPI	 792C	 792I	 792I
100	 01	 792C	 CPVS	 792C	 792I	 792I
100	 01	 792C	 GIN	 792C	 792I	 792I
100	 01	 792C	 MVI	 792C	 792I	 792I
100	 01	 792D	 	 792D	 792I	 792I
100	 01	 792D	 CPI	 792D	 792I	 792I
100	 01	 792D	 CPVS	 792D	 792I	 792I
